Var,0049,0182,0075,0030,0081,0128,0072,0065,0093,0224,0061,0019,0198,0129,0073,0038,0231,0036,0046,0130,0086,0216,0223,0122,0233,0094,0138,0099,0057,0234,0078,0229,0236,0232,0227,0031,0125,0186,0211,0059,0225,0003,0226,0058,0113,0136,0011,0220,1490,0133,0188,0184,0200,0219,0235,0132,0121,0091,0083,
ACTIVO,BANCO SANTANDER ,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO POPULAR ESPAÑOL ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANKINTER ,BANCO PASTOR ,BARCLAYS BANK ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCA MARCH,DEUTSCHE BANK S.A.E.,BANCO COOPERATIVO ESPAÑOL ,BBVA BANCO DE FINANCIACIÓN,OPEN BANK,BANESTO BANCO DE EMISIONES ,DEXIA SABADELL,SANTANDER INVESTMENT,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO BANIF,TARGOBANK,GENERAL ELECTRIC CAPITAL BANK,CITIBANK ESPAÑA ,POPULAR BANCA PRIVADA,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANKOA ,BANKIA BANCA PRIVADA,BANCO DEPOSITARIO BBVA ,BANCO CAMINOS,BANCA PUEYO,BANCOPOPULAR-E,LLOYDS BANK INTERNATIONAL,BANCO INVERSIS,UNO-E BANK,BANCO ETCHEVERRÍA ,BANCOFAR ,BANCO MEDIOLANUM,EBN BANCO DE NEGOCIOS,BANCO DE MADRID ,BANCO CETELEM,BANCO DE DEPÓSITOS,UBS BANK,BNP PARIBAS ESPAÑA ,BANCO INDUSTRIAL DE BILBAO ,ARESBANK ,ALLFUNDS BANK,BANCO FINANTIA SOFINLOC ,SELF TRADE BANK,NUEVO MICRO BANK,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,PRIVAT BANK DEGROOF,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNAL.,BANCO PICHINCHA ESPAÑA,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,RENTA 4 BANCO,TOTAL BANCOS
10. 3. Entidades del grupo ,"7,04,60,744","2,00,03,500","29,80,355","3,33,850","6,10,075","5,55,697","1,41,892","26,792","2,28,473","45,21,033","5,82,706","15,529","11,449",0,0,0,0,"1,15,274","32,524",0,"76,342",0,0,"31,218","12,333",902,"4,921","6,413",0,"35,402","4,116",0,698,"73,078","9,139",6,0,"4,350","1,010","2,301",661,0,"7,762","17,975","6,286","4,043","5,110",0,0,0,"1,112",0,"4,586","1,063",53,0,0,14,"24,319","10,09,55,106"
11. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ,"13,21,783","18,31,749","23,092","13,85,567","1,54,824","5,167","31,079","30,923","7,431","21,819","2,108",0,0,0,0,0,24,194,0,"24,841","1,305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,"27,318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,69,406"
13. ACTIVO MATERIAL ,"11,63,190","14,84,369","3,43,219","9,52,678","6,98,904","3,77,704","1,19,568","1,04,126","2,01,617",41,"1,28,954","54,522","1,774",0,0,0,402,2,"57,587","19,588","23,998","15,144",803,"7,385","1,333","8,473","25,544","3,380",0,"2,276","12,147",364,"2,670","6,944",103,"17,981","3,144","6,652","43,408","5,170","1,230",30,"1,755",718,76,"34,602","2,925","1,537",105,463,"3,068",202,"1,626","2,673",605,0,0,0,"26,456","59,73,235"
13. 1. Inmovilizado material ,"11,61,019","14,83,903","3,36,792","9,09,215","6,80,954","3,77,704","1,01,273","1,04,006","1,83,806",41,"1,28,954","48,032","1,774",0,0,0,402,2,"57,587","19,588","23,998","15,144",803,"7,385","1,333","8,473","22,633","2,091",0,"2,273","10,618",364,"2,670","6,944",103,"9,909","2,971","6,652","43,408","5,170","1,230",30,"1,755",718,76,"19,876","2,925","1,537",105,463,"3,068",202,"1,626","2,673",605,0,0,0,"26,456","58,31,339"
13. 1. 1.  De uso propio ,"7,47,003","14,83,903","3,36,792","9,09,215","6,80,954","3,47,152","1,01,273","1,04,006","1,83,806",41,"1,02,096","48,032","1,774",0,0,0,402,2,"57,587","19,129","23,998","15,144",803,"7,385","1,333","8,473","22,633","2,091",0,"2,273","10,618",364,"2,670","6,944",103,"9,909","2,971","6,652","43,408","5,170","1,230",30,"1,755",718,76,"19,876","2,925","1,537",105,463,"3,068",202,"1,626","2,673",605,0,0,0,"26,456","53,59,454"
13. 1. 2.  Cedido en arrendamiento operativo ,"4,14,016",0,0,0,0,"30,552",0,0,0,0,"26,858",0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,71,885"
13. 1. 3.  Afecto a la Obra Socias (sólo Cajas de Ahorro y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13. 2. Inversiones inmobiliarias ,"2,171",466,"6,427","43,463","17,950",0,"18,295",120,"17,811",0,0,"6,490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,911","1,289",0,4,"1,529",0,0,0,0,"8,072",173,0,0,0,0,0,0,0,0,"14,726",0,0,0,0,0,0,0,0,0,0,0,0,0,"1,41,897"
Pro-memoria: Adquirido en arrendamiento financiero ,"4,78,083",0,0,"19,791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,243","5,13,117"
14. ACTIVO INTANGIBLE ,"80,180","5,58,398","1,22,994","55,656","8,64,692",0,"27,231","55,249","3,207","1,153","3,743",0,"1,428",0,0,0,85,0,"11,345","11,547","3,330",0,194,"7,822",77,833,300,523,"1,337",0,0,266,417,"9,978","2,097",50,153,535,0,"1,784",513,0,34,"10,719",0,0,"3,650",25,"33,067",0,0,657,298,0,1,0,0,0,"7,487","18,83,055"
