Var,0049,0182,0075,0030,0081,0128,0065,0093,0224,0061,0019,0198,0129,0073,0038,0231,0036,0046,0130,0086,0216,0223,0122,0233,0094,0138,0099,0057,0234,0078,0229,0236,0232,0227,0031,0125,0186,0211,0059,0225,0003,0226,0058,0113,0136,0011,0220,1490,0133,0188,0184,0200,0219,0235,0132,0121,0091,0083,2090,
ACTIVO,BANCO SANTANDER ,BANCO BILBAO VIZCAYA ARGENTARIA,BANCO POPULAR ESPAÑOL ,BANCO ESPAÑOL DE CRÉDITO ,BANCO SABADELL,BANKINTER ,BARCLAYS BANK ,BANCO DE VALENCIA,SANTANDER CONSUMER FINANCE,BANCA MARCH,DEUTSCHE BANK S.A.E.,BANCO COOPERATIVO ESPAÑOL ,BBVA BANCO DE FINANCIACIÓN,OPEN BANK,BANESTO BANCO DE EMISIONES ,DEXIA SABADELL,SANTANDER INVESTMENT,BANCO GALLEGO,BANCO CAIXA GERAL,BANCO BANIF,TARGOBANK,GENERAL ELECTRIC CAPITAL BANK,CITIBANK ESPAÑA ,POPULAR BANCA PRIVADA,RBC DEXIA INVESTOR SERVICES ESPAÑA,BANKOA ,BANKIA BANCA PRIVADA,BANCO DEPOSITARIO BBVA ,BANCO CAMINOS,BANCA PUEYO,BANCOPOPULAR-E,LLOYDS BANK INTERNATIONAL,BANCO INVERSIS,UNO-E BANK,BANCO ETCHEVERRÍA ,BANCOFAR ,BANCO MEDIOLANUM,EBN BANCO DE NEGOCIOS,BANCO DE MADRID ,BANCO CETELEM,BANCO DE DEPÓSITOS,UBS BANK,BNP PARIBAS ESPAÑA ,BANCO INDUSTRIAL DE BILBAO ,ARESBANK ,ALLFUNDS BANK,BANCO FINANTIA SOFINLOC ,SELF TRADE BANK,NUEVO MICRO BANK,BANCO ALCALÁ ,BANCO EUROPEO DE FINANZAS,PRIVAT BANK DEGROOF,BANQUE MAROCAINE DU COMMERCE EXTERIEUR INTERNAL.,BANCO PICHINCHA ESPAÑA,BANCO DE PROMOCIÓN DE NEGOCIOS ,BANCO OCCIDENTAL ,BANCO DE ALBACETE ,RENTA 4 BANCO,BANCO CAM,TOTAL BANCOS
11. CONTRATOS DE SEGUROS VINCULADOS A PENSIONES ,"11,41,442","18,13,925","51,751","12,69,747","1,52,631","5,180","31,175","7,431",0,"2,104",0,0,0,0,0,24,192,0,"25,014","1,273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,"27,318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,29,372"
13. ACTIVO MATERIAL ,"10,37,941","14,76,287","4,54,679","9,47,149","7,16,982","3,75,316","1,01,655","1,98,026",41,"1,29,476","54,730","1,770",0,0,0,388,2,"57,168","19,187","23,188","14,951",746,"7,123","1,307","8,471","25,394","3,318",0,"2,225","12,022",352,"2,566","6,861",91,"17,881","3,118","6,535","43,313","5,047","1,234",29,"1,680",682,75,"34,539","2,972","1,522",85,475,"3,105",189,"1,574","2,663",670,0,0,0,"26,579","11,00,813","69,34,192"
13. 1. Inmovilizado material ,"10,35,778","14,75,862","4,21,261","9,03,745","6,83,433","3,75,316","1,01,552","1,82,453",41,"1,29,476","48,252","1,770",0,0,0,388,2,"57,168","19,187","23,188","14,951",746,"7,123","1,307","8,471","22,494","2,032",0,"2,222","10,505",352,"2,566","6,861",91,"9,830","2,945","6,535","43,313","5,047","1,234",29,"1,680",682,75,"19,826","2,972","1,522",85,475,"3,105",189,"1,574","2,663",670,0,0,0,"26,579","5,47,600","62,17,223"
13. 1. 1.  De uso propio ,"6,36,357","14,75,862","4,21,261","9,03,745","6,83,433","3,44,918","1,01,552","1,82,453",41,"1,02,787","48,252","1,770",0,0,0,388,2,"57,168","18,682","23,188","14,951",746,"7,123","1,307","8,471","22,494","2,032",0,"2,222","10,505",352,"2,566","6,861",91,"9,830","2,945","6,535","43,313","5,047","1,234",29,"1,680",682,75,"19,826","2,972","1,522",85,475,"3,105",189,"1,574","2,663",670,0,0,0,"26,579","5,47,055","57,59,665"
13. 1. 2.  Cedido en arrendamiento operativo ,"3,99,421",0,0,0,0,"30,398",0,0,0,"26,689",0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,"4,57,558"
13. 1. 3.  Afecto a la Obra Socias (sólo Cajas de Ahorro y Cooperativas de Crédito) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13. 2. Inversiones inmobiliarias ,"2,163",425,"33,418","43,404","33,549",0,103,"15,573",0,0,"6,478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,900","1,286",0,4,"1,518",0,0,0,0,"8,051",173,0,0,0,0,0,0,0,0,"14,713",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,53,213","7,16,971"
Pro-memoria: Adquirido en arrendamiento financiero ,"4,79,465",0,0,"17,716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,190",0,"5,12,371"
14. ACTIVO INTANGIBLE ,"1,65,585","6,05,300","12,38,680","76,731","8,64,385",0,"55,480","3,048","1,563","4,856",0,"1,415",0,0,0,80,0,"10,869","10,954","3,943",0,180,"7,183",73,756,283,495,"1,254",0,0,251,384,"9,593","2,317",43,131,506,0,"1,622",504,0,28,"10,665",0,0,"3,840",23,"33,028",0,0,616,269,0,6,0,0,0,"7,592","5,078","31,29,609"
14. 1. Fondo de comercio ,0,0,"11,02,760",0,"7,60,166",0,0,0,0,"4,856",0,0,0,0,0,0,0,"2,359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,"26,864",0,0,0,0,0,0,0,0,0,"6,352",0,"19,13,374"
