Var,0049,0182,0075,0030,0081,0128,0072,0065,0093,0224,0061,0042,0019,0038,0073,0198,0036,0231,0046,0086,0130,0223,0216,0122,0233,0094,0138,0057,0078,0185,0234,0125,0236,0232,0227,0031,0229,0142,0129,0059,0009,0186,0063,0003,0225,0211,0058,0136,0226,0113,0184,1490,0220,0011,0188,0200,0219,0132,0235,0121,0091,0083,
Pro-memoria: Adquirido en arrendamiento financiero ,"4,86,868",0,0,"15,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,02,754"
14. ACTIVO INTANGIBLE ,"17,997","4,25,955","80,394","59,405","5,92,735",0,"26,549","47,671","3,179","2,355","3,337",0,0,0,0,"1,574",0,83,"14,558","3,494","13,754",36,0,"10,194",0,715,133,"1,826",0,"86,235",0,198,649,"53,785","1,843",89,107,"1,347",0,"3,110","1,513",626,81,0,238,0,"10,949",0,131,0,884,"33,990",30,"3,702",0,384,0,0,0,0,0,0,"15,05,835"
14. 1. Fondo de comercio ,0,0,0,0,"5,56,822",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,359",0,0,0,0,0,0,0,0,0,0,"60,384",0,0,0,"44,244",0,0,0,0,0,0,0,0,0,0,0,0,"10,017",0,0,0,0,"26,864",0,0,0,0,0,0,0,0,0,0,"7,00,690"
14. 2. Otro activo intangible ,"17,997","4,25,955","80,394","59,405","35,913",0,"26,549","47,671","3,179","2,355","3,337",0,0,0,0,"1,574",0,83,"12,199","3,494","13,754",36,0,"10,194",0,715,133,"1,826",0,"25,851",0,198,649,"9,541","1,843",89,107,"1,347",0,"3,110","1,513",626,81,0,238,0,932,0,131,0,884,"7,126",30,"3,702",0,384,0,0,0,0,0,0,"8,05,145"
15. ACTIVOS FISCALES ,"23,45,546","30,25,080","8,01,785","8,83,927","11,07,212","2,23,549","2,39,426","3,90,130","1,71,853","2,38,912","61,035","83,824","1,06,349",0,"2,204","9,153","1,878","74,512","36,411","6,488","81,508",51,"2,943","70,462","7,270","1,232","2,524","3,083","3,992","6,845","5,636","12,781","20,611","3,139","4,916","3,777","2,612",629,26,"1,430","18,828","13,918","82,922",498,"45,466","18,083","16,842",750,"3,368",38,123,"2,276","4,435","3,101",160,647,365,27,262,64,0,0,"1,02,56,914"
15. 1. Corrientes ,"1,09,610","2,93,129","68,825","12,268","63,967","61,952","29,027",726,"10,114",613,"3,363","37,377","26,156",0,379,"1,514",907,"6,346",906,2,"1,397",51,"2,124",861,814,976,182,780,543,976,427,"5,727",97,293,0,"2,001","1,982",68,15,57,39,"1,319",18,248,"1,873","1,673",307,715,356,27,0,51,0,"3,101",160,77,365,13,11,7,0,0,"7,56,912"
15. 2.  Diferidos ,"22,35,936","27,31,951","7,32,960","8,71,659","10,43,245","1,61,597","2,10,399","3,89,404","1,61,739","2,38,299","57,672","46,447","80,193",0,"1,825","7,639",971,"68,166","35,505","6,486","80,111",0,819,"69,601","6,456",256,"2,342","2,303","3,449","5,869","5,209","7,054","20,514","2,846","4,916","1,776",630,561,11,"1,373","18,789","12,599","82,904",250,"43,593","16,410","16,535",35,"3,012",11,123,"2,225","4,435",0,0,570,0,14,251,57,0,0,"95,00,002"
16. RESTO DE ACTIVOS ,"20,71,924","22,88,071","2,49,716","1,50,702","1,27,321","23,012","1,44,952","35,450","13,048","1,497","50,998","14,516","41,017",0,"3,055","59,302","78,762",83,"23,306","61,578","25,787","3,385","5,588","24,976","8,298","1,613","2,613",78,"3,884","7,717",529,482,"2,002","21,359","1,150",446,"1,369","1,897",5,"2,183","13,887",132,0,83,"8,468","1,569","8,350",758,"13,605",53,194,753,164,"57,149",38,"1,323",991,0,473,0,0,8,"56,61,669"
TOTAL ACTIVO ,"42,76,01,206","40,46,53,636","13,13,96,963","10,96,28,169","8,88,17,131","5,78,65,357","3,08,82,229","3,28,78,150","2,38,53,883","2,69,59,900","94,71,156","71,94,084","1,65,99,056","31,82,627","38,79,375","1,09,31,101","68,88,804","1,75,80,534","48,29,347","70,67,688","72,98,732","16,32,002","21,88,370","30,98,762","14,87,462","16,68,773","17,43,829","10,04,291","9,84,655","12,89,946","9,71,121","18,02,904","21,25,651","13,03,986","13,51,707","6,95,987","9,54,996","5,14,321","20,74,949","8,01,449","77,56,242","6,13,176","35,26,598","3,28,393","30,29,233","8,17,829","8,53,810","6,00,710","8,78,997","2,15,849","1,60,386","1,56,669","1,60,676","3,65,841","1,32,594","1,21,421","1,23,068","33,114","40,945","17,926","12,688","9,158","1,47,71,09,612"
PASIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.  CARTERA DE NEGOCIACIÓN ,"5,12,87,208","3,34,82,010","8,25,060","42,19,552","10,46,748","26,79,266","94,753","31,742","59,617","34,225","22,141","34,034","1,83,160",0,0,"2,27,551",0,"86,066","2,315","11,943",0,0,"8,349",0,111,424,"1,663",0,247,"3,474",0,0,"2,789",0,0,5,11,333,"1,90,249","2,056",8,749,0,0,0,"14,380","49,495",0,"2,467",0,0,0,144,325,0,0,0,0,0,0,0,0,"9,46,04,670"
1. 1. Depósitos de bancos centrales ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 2. Depósitos de entidades de crédito ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,800"
1. 3. Depósitos de la clientela ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1. 4. Débitos representados por valores negociables ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
